Time,Amplitude,Frequency,G,Observed_Variance,Predicted_Variance
0.0,1.0,627.6902121872407,6.6743e-11,0.0004967142197542327,1.226860309049896e-05
0.01001001001001001,0.9970242553054667,313.84510609362036,6.6743e-11,-0.00013826423462679478,1.2305135085872869e-05
0.02002002002002002,0.9901147306675072,209.2300707290802,6.6743e-11,0.0006476886041839199,1.2390804385191364e-05
0.03003003003003003,0.9793065965612845,156.92255304681018,6.6743e-11,0.0015230299217698856,1.252722721936855e-05
0.04004004004004004,0.9646503584375825,125.53804243744814,6.6743e-11,-0.0002341533103396771,1.2717087110325001e-05
0.050050050050050046,0.9462116264810781,104.6150353645401,6.6743e-11,-0.000234136893796178,1.2964268687417403e-05
0.06006006006006006,0.9240708261428917,89.67003031246294,6.6743e-11,0.0015792128771826505,1.3274060662387052e-05
0.07007007007007007,0.8983228507096932,78.46127652340509,6.6743e-11,0.0007674347891096708,1.3653448493431076e-05
0.08008008008008008,0.8690766573981619,69.7433569096934,6.6743e-11,-0.0004694743279301688,1.4111528463152049e-05
0.09009009009009009,0.8364548086837782,62.76902121872407,6.6743e-11,0.000542560099413468,1.466009188676562e-05
0.10010010010010009,0.8005929607859117,57.06274656247642,6.6743e-11,-0.0004634176393784863,1.5314454916934404e-05
0.11011011011011011,0.7616393014361392,52.30751768227005,6.6743e-11,-0.000465729702736165,1.6094652908686045e-05
0.12012012012012012,0.7197539392528827,48.28386247594159,6.6743e-11,0.0002419623196045713,1.70271913342497e-05
0.13013013013013014,0.6751082472320283,44.83501515623147,6.6743e-11,-0.0019132801995990483,1.814767206512487e-05
0.14014014014014015,0.6278841630394911,41.84601414581604,6.6743e-11,-0.00172491779060616,1.950484249399647e-05
0.15015015015015015,0.5782734489570027,39.230638261702545,6.6743e-11,-0.000562287490645268,2.116704498980698e-05
0.16016016016016016,0.5264769144861389,36.922953658072984,6.6743e-11,-0.0010128310851957752,2.323289307247267e-05
0.17017017017017017,0.4727036047571346,34.8716784548467,6.6743e-11,0.0003142473641449306,2.584977371297703e-05
0.18018018018018017,0.4171699580178813,33.036326957223196,6.6743e-11,-0.0009080240476780364,2.9247732786694198e-05
0.19019019019019018,0.3600989355941104,31.384510609362035,6.6743e-11,-0.0014123036773012081,3.380586310478269e-05
0.20020020020020018,0.3017191278137812,29.890010104154317,6.6743e-11,0.0014656487890591938,4.019372927613388e-05
0.21021021021021022,0.24226383947667182,28.53137328123821,6.6743e-11,-0.0002257762843171202,4.970605127759238e-05
0.22022022022022023,0.18197015852384266,27.290878790749595,6.6743e-11,6.752821683315814e-05,6.516391445598821e-05
0.23023023023023023,0.12107801162071481,26.153758841135026,6.6743e-11,-0.001424748178132347,9.362230484164511e-05
0.24024024024024024,0.05982921041178963,25.107608487489625,6.6743e-11,-0.0005443827205320016,0.00014505531052097658
0.2502502502502503,-0.001533507765615537,24.141931237970795,6.6743e-11,0.00011092258960751517,0.00011902867563402578
0.2602602602602603,-0.06276744090692807,23.24778563656447,6.6743e-11,-0.0011509935816115902,-0.0001430485100371346
0.2702702702702703,-0.12363088130421182,22.417507578115735,6.6743e-11,0.0003756980100941761,-9.199510497798482e-05
0.2802802802802803,-0.18388406866317983,21.64449007542209,6.6743e-11,-0.0006006387021917794,-6.45330343286987e-05
0.2902902902902903,-0.24329013361878568,20.92300707290802,6.6743e-11,-0.0002916937660311902,-4.9504656709336e-05
0.3003003003003003,-0.3016160279403093,20.248071360878733,6.6743e-11,-0.0006017066323601556,-4.020711709354672e-05
0.3103103103103103,-0.35863343777685536,19.615319130851272,6.6743e-11,0.0018522781605726662,-3.3941514791855356e-05
0.3203203203203203,-0.41411967636851016,19.020915520825476,6.6743e-11,-1.3497252377523481e-05,-2.9460257377959605e-05
0.3303303303303303,-0.4678585527366797,18.461476829036492,6.6743e-11,-0.0010577109601821837,-2.611464617977866e-05
0.34034034034034033,-0.5196412129690339,17.934006062492593,6.6743e-11,0.0008225448774207755,-2.3535906052731124e-05
0.35035035035035034,-0.5692669508295364,17.43583922742335,6.6743e-11,-0.0012208436879656062,-2.1499556280844893e-05
0.36036036036036034,-0.6165439845517949,16.964600329384883,6.6743e-11,0.00020886355385476023,-1.986142988593825e-05
0.37037037037037035,-0.6612901968138687,16.518163478611598,6.6743e-11,-0.0019596701680162673,-1.852488932253844e-05
0.38038038038038036,-0.7033338350441738,16.094620825313864,6.6743e-11,-0.0013281860958410407,-1.7422868990470518e-05
0.39039039039039036,-0.7425141693705684,15.692255304681018,6.6743e-11,0.00019686118631150032,-1.6507486726524126e-05
0.40040040040040037,-0.7786821056974526,15.309517370420503,6.6743e-11,0.0007384665280238306,-1.5743754850181915e-05
0.41041041041041043,-0.8117007515780591,14.945005052077159,6.6743e-11,0.00017136822701462723,-1.510562501476421e-05
0.42042042042042044,-0.8414459327403049,14.597446795052107,6.6743e-11,-0.00011564833854886642,-1.4573419421647752e-05
0.43043043043043044,-0.8678066583238547,14.265686640619105,6.6743e-11,-0.0003011037535093086,-1.413211661645523e-05
0.44044044044044045,-0.890685533092584,13.94867138193868,6.6743e-11,-0.001478522049814452,-1.3770181632477339e-05
0.45045045045045046,-0.9099991150996488,13.645439395374797,6.6743e-11,-0.0007198442691307796,-1.3478753392244834e-05
0.46046046046046046,-0.9256782175009386,13.355110897600865,6.6743e-11,-0.0004606388327423288,-1.3251073325145027e-05
0.47047047047047047,-0.9376681534360077,13.076879420567513,6.6743e-11,0.0010571221636361302,-1.3082081561640931e-05
0.4804804804804805,-0.9459289231227025,12.81000433035185,6.6743e-11,0.0003436182264343273,-1.2968133201177448e-05
0.4904904904904905,-0.9504353425417555,12.553804243744812,6.6743e-11,-0.00176304021879764,-1.290680380369422e-05
0.5005005005005005,-0.9511771133196729,12.307651219357659,6.6743e-11,0.00032408390591038097,-1.2896764277568683e-05
0.5105105105105106,-0.9481588336513709,12.070965618985397,6.6743e-11,-0.00038508234369928157,-1.2937713007168987e-05
0.5205205205205206,-0.9413999503373299,11.843211550702653,6.6743e-11,-0.0006769220631378157,-1.3030358796733192e-05
0.5305305305305306,-0.9309346522425529,11.623892818282235,6.6743e-11,0.0006116762267074964,-1.317645295533411e-05
0.5405405405405406,-0.9168117057154866,11.412549312495285,6.6743e-11,0.0010309994613051873,-1.3378873336152897e-05
0.5505505505505506,-0.8990942327333236,11.208753789057868,6.6743e-11,0.0009312800591079522,-1.3641768039025552e-05
0.5605605605605606,-0.8778594327648888,11.012108985741063,6.6743e-11,-0.0008392175818136107,-1.3970772543652952e-05
0.5705705705705706,-0.8531982495627326,10.822245037711046,6.6743e-11,-0.00030921243279622535,-1.437332228074063e-05
0.5805805805805806,-0.8252149843112383,10.638817155715943,6.6743e-11,0.00033126337632624023,-1.4859094610993784e-05
0.5905905905905906,-0.7940268567666742,10.46150353645401,6.6743e-11,0.0009755450741266246,-1.544063236883321e-05
0.6006006006006006,-0.759763516227358,10.290003478479354,6.6743e-11,-0.0004791742885541863,-1.613422979373778e-05
0.6106106106106106,-0.7225665043666675,10.124035680439366,6.6743e-11,-0.00018565902489007334,-1.696120833258866e-05
0.6206206206206206,-0.6825886721477825,9.963336701384772,6.6743e-11,-0.001106335019564044,-1.7949788209441794e-05
0.6306306306306306,-0.6399935532160531,9.807659565425636,6.6743e-11,-0.0011962066667957605,-1.9137897973062197e-05
0.6406406406406406,-0.594954696332069,9.656772495188319,6.6743e-11,0.0008125257826851367,-2.0577510231375054e-05
0.6506506506506506,-0.5476549595652314,9.510457760412738,6.6743e-11,0.0013562399920186879,-2.234155487647525e-05
0.6606606606606606,-0.4982857691133029,9.368510629660308,6.6743e-11,-7.201015483742094e-05,-2.453537616253272e-05
0.6706706706706707,-0.4470463457474358,9.230738414518246,6.6743e-11,0.0010035328680548098,-2.73166128174098e-05
0.6806806806806807,-0.3941429020041347,9.096959596916532,6.6743e-11,0.00036163599874135445,-3.093165230118049e-05
0.6906906906906907,-0.3397878133549467,8.967003031246296,6.6743e-11,-0.0006451197772835823,-3.5787129960372956e-05
0.7007007007007007,-0.28419876668102595,8.840707213904798,6.6743e-11,0.00036139558654013567,-4.2602315869237656e-05
0.7107107107107107,-0.22759788946277448,8.717919613711675,6.6743e-11,0.0015380365512754032,-5.2769185686550245e-05
0.7207207207207207,-0.1702108631641188,8.598496057359462,6.6743e-11,-3.582605047033518e-05,-6.931328316934735e-05
0.7307307307307307,-0.112266024346479,8.482300164692441,6.6743e-11,0.001564643648321035,-9.963231719809263e-05
0.7407407407407407,-0.05399345708893003,8.369202829163209,6.6743e-11,-0.00261974510769343,-0.00014732402920777043
0.7507507507507507,0.004375919681788651,8.259081739305799,6.6743e-11,0.0008219025046672859,2.870318557418877e-05
0.7607607607607607,0.06261126633480839,8.151820937496632,6.6743e-11,8.704707241703497e-05,0.00014316517695771639
0.7707707707707707,0.12048273453704303,8.047310412656932,6.6743e-11,-0.00029900734242448835,9.400885704514573e-05
0.7807807807807807,0.17776237351400176,7.945445723889123,6.6743e-11,9.17607883998964e-05,6.659315135613546e-05
0.7907907907907907,0.2342250269998893,7.846127652340509,6.6743e-11,-0.001987568898968012,5.134067083032679e-05
0.8008008008008007,0.2896492173513336,7.749261878854822,6.6743e-11,-0.00021967186850545422,4.1823118606776875e-05
0.8108108108108109,0.34381801335685425,7.654758685210251,6.6743e-11,0.0003571125944591921,3.537593572259466e-05
0.8208208208208209,0.3965198783455216,7.5625326769547065,6.6743e-11,0.0014778940712064422,3.07489765335264e-05
0.8308308308308309,0.44754949528293314,7.472502526038579,6.6743e-11,-0.0005182701884028514,2.728625861132531e-05
0.8408408408408409,0.4967085656401663,7.384590731614596,6.6743e-11,-0.0008084935697413678,2.461255226977438e-05
0.8508508508508509,0.5438065789314351,7.298723397526054,6.6743e-11,-0.000501757007289254,2.2498424993633578e-05
0.8608608608608609,0.5886615499382982,7.214830025140697,6.6743e-11,0.000915402156991112,2.0796032257466675e-05
0.8708708708708709,0.631100720771915,7.1328433203095525,6.6743e-11,0.0003287511517812399,1.940601139256523e-05
0.8808808808808809,0.6709612250694679,7.052699013339782,6.6743e-11,-0.0005297601589850738,1.8259262041950932e-05
0.8908908908908909,0.7080907117759337,6.97433569096934,6.6743e-11,0.0005132674803734545,1.7306366864830696e-05
0.9009009009009009,0.7423479261271527,6.897694639420227,6.6743e-11,9.707759889456802e-05,1.65111679116025e-05
0.9109109109109109,0.7736032456240491,6.822719697687399,6.6743e-11,0.0009686450421654907,1.5846716877173716e-05
0.9209209209209209,0.8017391689701271,6.749357120292911,6.6743e-11,-0.000702053040366875,1.5292639548665585e-05
0.9309309309309309,0.8266507561342771,6.677555448800432,6.6743e-11,-0.0003276620914246168,1.4833374107505601e-05
0.9409409409409409,0.8482460178977425,6.607265391444638,6.6743e-11,-0.00039210809651767364,1.4456967233291909e-05
0.950950950950951,0.8664462534469884,6.538439710283757,6.6743e-11,-0.0014635148903028963,1.4154236994050519e-05
0.960960960960961,0.8811863347823801,6.471033115332378,6.6743e-11,0.0002961203358775956,1.3918183830574545e-05
0.970970970970971,0.8924149369252091,6.405002165175925,6.6743e-11,0.0002610553317423395,1.3743574205851124e-05
0.980980980980981,0.9000947131218028,6.340305173608492,6.6743e-11,5.1135167174823275e-06,1.362664821532686e-05
0.990990990990991,0.9042024144624089,6.276902121872406,6.6743e-11,-0.00023458707302596515,1.3564919519206367e-05
1.001001001001001,0.9047289535533537,6.214754576111293,6.6743e-11,-0.0014153706816660897,1.355704728298967e-05
1.011011011011011,0.9016794121027644,6.1538256096788295,6.6743e-11,-0.00042064526258457006,1.3602767719385556e-05
1.021021021021021,0.8950729925020563,6.09407972997321,6.6743e-11,-0.00034271445678691275,1.3702878762532536e-05
1.031031031031031,0.8849429137065165,6.035482809492699,6.6743e-11,-0.0008022772101578741,1.385927635310676e-05
1.0410410410410411,0.8713362519378144,5.978002020830863,6.6743e-11,-0.00016128565351041367,1.407504552363494e-05
1.0510510510510511,0.8543137269482562,5.921605775351327,6.6743e-11,0.0004040509138339995,1.435461464637939e-05
1.0610610610610611,0.8339494348002352,5.8662636653013145,6.6743e-11,0.0018861859568708175,1.4703987641309174e-05
1.0710710710710711,0.8103305283237664,5.811946409141117,6.6743e-11,0.0001745778669157294,1.5131077724735708e-05
1.0810810810810811,0.7835568466194202,5.7586257998829415,6.6743e-11,0.000257550443019699,1.5646179059208127e-05
1.0910910910910911,0.7537404951725746,5.7062746562476425,6.6743e-11,-7.444586545926534e-05,1.6262632124152438e-05
1.1011011011011012,0.7210053783369442,5.654866776461628,6.6743e-11,-0.0019187711671769796,1.6997769332129913e-05
1.1111111111111112,0.6854866861300307,5.604376894528934,6.6743e-11,-2.6513829697778985e-05,1.787427744306583e-05
1.1211211211211212,0.6473303374597902,5.554780638825139,6.6743e-11,6.0230253145795156e-05,1.8922197474219244e-05
1.1311311311311312,0.6066923820697488,5.506054492870532,6.6743e-11,0.002463242152977756,2.0181929208458986e-05
1.1411411411411412,0.5637383636483262,5.458175758149919,6.6743e-11,-0.00019236092715553294,2.1708871836464807e-05
1.1511511511511512,0.5186426466967133,5.411122518855523,6.6743e-11,0.0003015473769493786,2.3580830470456375e-05
1.1611611611611612,0.47158770988766335,5.3648736084379545,6.6743e-11,-3.471173823006479e-05,2.5910303406750507e-05
1.1711711711711712,0.42276340877448837,5.319408577857971,6.6743e-11,-0.001168678009403034,2.8865825364841965e-05
1.1811811811811812,0.3723662108249746,5.2747076654389975,6.6743e-11,0.0011428228393678586,3.271114345680203e-05
1.1911911911911912,0.3205984058583146,5.230751768227005,6.6743e-11,0.0007519330540844735,3.788210697094165e-05
1.2012012012012012,0.26766729505419373,5.187522414770584,6.6743e-11,0.0007910319649079653,4.5150501876172944e-05
1.2112112112112112,0.21378436178152896,5.145001739239677,6.6743e-11,-0.0009093874405261294,5.60099787651724e-05
1.2212212212212212,0.159164427559658,5.103172456806835,6.6743e-11,0.0014027943215592106,7.369221824883021e-05
1.2312312312312312,0.10402479651694571,5.062017840219683,6.6743e-11,-0.001401851055849354,0.00010584339739142075
1.2412412412412412,0.04858439175046729,5.021521697497925,6.6743e-11,0.0005868570970429383,0.00014584044296799708
1.2512512512512513,-0.006937112984373664,4.981668350692386,6.6743e-11,0.0021904556253469747,7.734155473435703e-05
1.2612612612612613,-0.06232016281381921,4.942442615647565,6.6743e-11,-0.0009905363292901231,-0.00014337995800705076
1.2712712712712713,-0.11734618907689201,4.903829782712818,6.6743e-11,-0.0005662977374348086,-9.609125379264998e-05
1.2812812812812813,-0.1717984710248656,4.865815598350703,6.6743e-11,9.965135362129586e-05,-6.872406986806576e-05
1.2912912912912913,-0.2254629884953223,4.8283862475941595,6.6743e-11,-0.0005034756691642755,-5.324600159196948e-05
1.3013013013013013,-0.2781292622095246,4.791528337307181,6.6743e-11,-0.0015506634496293141,-4.350432651071076e-05
1.3113113113113113,-0.3295911783974282,4.755228880206369,6.6743e-11,6.856295280812332e-05,-3.6870951717745774e-05
1.3213213213213213,-0.379647794523185,4.719475279603313,6.6743e-11,-0.0010623037390649376,-3.209396087042399e-05
1.3313313313313313,-0.4281041229651021,4.684255314830154,6.6743e-11,0.00047359240206222813,-2.85103065386931e-05
1.3413413413413413,-0.47477188959746985,4.649557127312894,6.6743e-11,-0.0009194242659215034,-2.5738324027096536e-05
1.3513513513513513,-0.5194702643269145,4.615369207259123,6.6743e-11,0.0015499343703465355,-2.3543584753636193e-05
1.3613613613613613,-0.5620265607526456,4.5816803809287645,6.6743e-11,-0.0007832533298475758,-2.1774507423647515e-05
1.3713713713713713,-0.6022769022476762,4.548479798458266,6.6743e-11,-0.00032206155640344286,-2.03289470874901e-05
1.3813813813813813,-0.6400668518961471,4.515756922210365,6.6743e-11,0.0008135171746496879,-1.9135718754492514e-05
1.3913913913913913,-0.6752520038698403,4.483501515623148,6.6743e-11,-0.0012308643615022998,-1.8143828187186604e-05
1.4014014014014013,-0.7076985339842096,4.451703632533622,6.6743e-11,0.00022745988737020616,-1.7315912986694468e-05
1.4114114114114114,-0.737283707340036,4.420353606952399,6.6743e-11,0.0013071427050739015,-1.662409722323039e-05
1.4214214214214214,-0.7638963411305937,4.389442043267417,6.6743e-11,-0.001607483285545961,-1.6047288092040933e-05
1.4314314314314314,-0.7874372208752317,4.358959806855838,6.6743e-11,0.0001846338059763818,-1.5569365831855124e-05
